Data
Headers;Channel 0 (Dev2/0) Peak-to-peak;Channel 0 (Dev2/0) Frequency
Channel;Channel 0;Channel 0
Measurement;Peak-to-peak;Frequency
Value;0,232343949261121;1995012,46882793
Mean;0,0942424189307055;8294159,90915979
Minimum;0,00164782942738384;0
Maximum;0,276835343800485;57142857,1428572
Statistical range;0,275187514373101;57142857,1428572
Standard deviation;0,0872385725706629;12313459,7368899
Count;30982;30982
