Data
Headers;Channel 0 (Dev2/0) Peak-to-peak;Channel 0 (Dev2/0) Frequency
Channel;Channel 0;Channel 0
Measurement;Peak-to-peak;Frequency
Value;0,219161313842051;1998984,47312862
Mean;0,101338342699435;8000335,1038293
Minimum;0,00164782942738384;0
Maximum;0,301552785211243;57142857,1428572
Statistical range;0,299904955783859;57142857,1428572
Standard deviation;0,0911312737545768;12145558,8080883
Count;34860;34860
