Data
Headers;Channel 0 (Dev2/0) Peak-to-peak;Channel 0 (Dev2/0) Frequency
Channel;Channel 0;Channel 0
Measurement;Peak-to-peak;Frequency
Value;0,145008989609778;2000000
Mean;0,125273076036371;9079200,98968929
Minimum;0,00164782942738384;0
Maximum;0,242230925825424;57142857,1428571
Statistical range;0,240583096398041;57142857,1428571
Standard deviation;0,0995254429520634;13804169,9962892
Count;2989;2989
