Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.290017979219556,1999804.98355657
Mean,0.127038258491137,5294722.00538123
Minimum,0.00164139259368312,0
Maximum,0.308144102920778,57142857.1428572
Statistical range,0.306502710327095,57142857.1428572
Standard deviation,0.0951772640230162,9827441.00045386
Count,22373,22373
