Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.11867052067646,2000000
Mean,0.0893436168193762,2351131.2769213
Minimum,0.00421403464315517,0
Maximum,0.249603055883199,50000000
Statistical range,0.245389021240044,50000000
Standard deviation,0.0827801127326145,4968597.02000969
Count,6374,6374
