Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.0758856748288963,1986754.96688742
Mean,0.0885935757843589,2336253.75043263
Minimum,0.00421403464315517,0
Maximum,0.249603055883199,50000000
Statistical range,0.245389021240044,50000000
Standard deviation,0.0812606149694524,4869878.36323823
Count,6654,6654
