Data
Headers;Channel 0 (Dev2/0) Peak-to-peak;Channel 0 (Dev2/0) Frequency
Channel;Channel 0;Channel 0
Measurement;Peak-to-peak;Frequency
Value;0,209274337277748;2000000
Mean;0,0749640046016001;9129273,6165637
Minimum;0,00164782942738384;0
Maximum;0,257061390671879;57142857,1428572
Statistical range;0,255413561244495;57142857,1428572
Standard deviation;0,0744316502840963;12856492,1109881
Count;22291;22291
