Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.203463507947163,2000000
Mean,0.214699734077254,2092130.8783858
Minimum,0.00421403464315517,0
Maximum,0.329983700998127,50000000
Statistical range,0.325769666354972,50000000
Standard deviation,0.0923872760045624,2674689.06516801
Count,4615,4615
