Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.145008989609778,2000000
Mean,0.0708359973308976,3207432.46466657
Minimum,0.00164139259368312,0
Maximum,0.145008989609778,57142857.1428572
Statistical range,0.143367597016095,57142857.1428572
Standard deviation,0.0318351540282692,6297385.46882657
Count,9649,9649
