Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.0324594628705199,14108990.6164333
Mean,0.0375973713791559,13835582.8021395
Minimum,0.0233516389005217,2369302.08601597
Maximum,0.0492533380747773,14299925.3916936
Statistical range,0.0259016991742556,11930623.3056776
Standard deviation,0.00591018529592515,1791419.22407602
Count,1170,1170
