Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.0169552923289302,2083333.33333333
Mean,0.240138565778211,2469787.51167784
Minimum,0.00421403464315517,0
Maximum,0.355367062613368,57142857.1428571
Statistical range,0.351153027970213,57142857.1428571
Standard deviation,0.137650594142526,4498399.07589721
Count,4218,4218
