Meta data
Physical channel,Start Time,Sample Interval,Sample Count
Channel 0 (Dev1/0),0.00002838,0.00000001,222
Channel 1 (Dev1/1),0.00002838,0.00000001,222

Data
Channel 0 (Dev1/0),Channel 1 (Dev1/1)
0.0092359953592568,-21.500941927464
-0.00161643506399921,-21.500941927464
-0.0107992608067543,-21.500941927464
-0.0133036678275057,-21.500941927464
-0.00245123740424967,-21.500941927464
0.00339237897750356,-21.500941927464
0.0092359953592568,-21.500941927464
0.0092359953592568,-21.500941927464
-0.00161643506399921,-21.500941927464
-0.0107992608067543,-21.500941927464
-0.0133036678275057,-21.500941927464
-0.00328603974450013,-21.500941927464
0.00339237897750356,-21.500941927464
0.0092359953592568,-21.500941927464
0.0100707976995073,-21.500941927464
-0.000781632723748748,-21.500941927464
-0.00996445846650383,-21.500941927464
-0.0133036678275057,-21.500941927464
-0.00328603974450013,-21.500941927464
0.00339237897750356,-21.500941927464
0.0092359953592568,-21.500941927464
0.0109056000397577,-21.500941927464
-0.000781632723748748,-21.500941927464
-0.00912965612625337,-21.500941927464
-0.0133036678275057,-21.500941927464
-0.0041208420847506,-21.500941927464
0.0025575766372531,-21.500941927464
0.0092359953592568,-21.500941927464
0.0109056000397577,-21.500941927464
0.000887971956752177,-21.500941927464
-0.00912965612625337,-21.500941927464
-0.0133036678275057,-21.500941927464
-0.00495564442500106,-21.500941927464
0.0025575766372531,-21.500941927464
0.0092359953592568,-21.500941927464
0.0117404023800082,-21.500941927464
0.000887971956752177,-21.500941927464
-0.00912965612625337,-21.500941927464
-0.0124688654872552,-21.500941927464
-0.00495564442500106,-21.500941927464
0.0025575766372531,-21.500941927464
0.0092359953592568,-21.500941927464
0.0117404023800082,-21.500941927464
0.00172277429700264,-21.500941927464
-0.00829485378600291,-21.500941927464
-0.0124688654872552,-21.500941927464
-0.00495564442500106,-21.500941927464
0.0025575766372531,-21.500941927464
0.0092359953592568,-21.500941927464
0.0117404023800082,-21.500941927464
0.0025575766372531,-21.500941927464
-0.00829485378600291,-21.500941927464
-0.0124688654872552,-21.500941927464
-0.00579044676525152,-21.500941927464
0.00339237897750356,-21.500941927464
0.00840119301900634,-21.500941927464
0.0125752047202586,-21.500941927464
0.0025575766372531,-21.500941927464
-0.00746005144575245,-21.500941927464
-0.0124688654872552,-21.500941927464
-0.00662524910550198,-21.500941927464
0.00339237897750356,-21.500941927464
0.00840119301900634,-21.500941927464
0.0125752047202586,-21.500941927464
0.00339237897750356,-21.500941927464
-0.00746005144575245,-21.500941927464
-0.0124688654872552,-21.500941927464
-0.00746005144575245,-21.500941927464
0.00339237897750356,-21.500941927464
0.00840119301900634,-21.500941927464
0.0125752047202586,-21.500941927464
0.00422718131775403,-21.500941927464
-0.00746005144575245,-21.500941927464
-0.0124688654872552,-21.500941927464
-0.00746005144575245,-21.500941927464
0.0025575766372531,-21.500941927464
0.00840119301900634,-21.500941927464
0.0125752047202586,-21.500941927464
0.00422718131775403,-21.500941927464
-0.00579044676525152,-21.500941927464
