Data
Headers;Channel 0 (Dev2/0) Peak-to-peak;Channel 0 (Dev2/0) Frequency
Channel;Channel 0;Channel 0
Measurement;Peak-to-peak;Frequency
Value;0,12029154819902;2000000
Mean;0,048934707694018;11248667,4715267
Minimum;0,00164782942738384;0
Maximum;0,257061390671879;57142857,1428572
Statistical range;0,255413561244495;57142857,1428572
Standard deviation;0,0609079106625322;13972323,7783876
Count;13010;13010
