Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.00247505850097696,14285714.2857143
Mean,0.00352346949506102,14269029.4164732
Minimum,0.000831541393608859,0
Maximum,0.0225396631867625,27272727.2727273
Statistical range,0.0217081217931536,27272727.2727273
Standard deviation,0.00307932990926853,3671254.03995001
Count,4407,4407
