Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.00247505850097696,15189873.4177215
Mean,0.00368202055311772,14154638.6679207
Minimum,0.000831541393608859,0
Maximum,0.0225396631867625,27272727.2727273
Statistical range,0.0217081217931536,27272727.2727273
Standard deviation,0.0032282759127002,3812730.5323099
Count,3904,3904
