Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.00247505850097696,14285714.2857143
Mean,0.00445134763879474,13610968.3162423
Minimum,0.000831541393608859,0
Maximum,0.0225396631867625,27272727.2727273
Statistical range,0.0217081217931536,27272727.2727273
Standard deviation,0.00380359828806671,4430918.12779764
Count,2454,2454
