Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.00247505850097696,13793103.4482759
Mean,0.00498317746818825,13246371.9914298
Minimum,0.00166308278721772,0
Maximum,0.0225396631867625,20512820.5128205
Statistical range,0.0208765803995448,20512820.5128205
Standard deviation,0.00403203489865405,4767880.16660108
Count,1945,1945
