Data
Headers,Channel 0 (Dev1/0) Amplitude,Channel 0 (Dev1/0) Frequency
Channel,Channel 0,Channel 0
Measurement,Amplitude,Frequency
Value,0.177650480054581,1998654.18003502
Mean,0.0802698060362033,2288299.49350344
Minimum,0.00421403464315517,0
Maximum,0.249603055883199,57142857.1428571
Statistical range,0.245389021240044,57142857.1428571
Standard deviation,0.0784538877884449,4756812.25436171
Count,11516,11516
