X,CH1,CH2,
Second,Volt,Volt,
-1.6999999e-02,2.00000e-01,-2.40000e-04,
-1.6899999e-02,1.92000e-01,-3.20000e-04,
-1.6799998e-02,2.00000e-01,-2.40000e-04,
-1.6699998e-02,1.92000e-01,-1.60000e-04,
-1.6599998e-02,1.92000e-01,-3.20000e-04,
-1.6499998e-02,2.00000e-01,-1.60000e-04,
-1.6399998e-02,2.00000e-01,-3.20000e-04,
-1.6299998e-02,1.92000e-01,-2.40000e-04,
-1.6199999e-02,2.00000e-01,-2.40000e-04,
-1.6099999e-02,1.92000e-01,-2.40000e-04,
-1.5999999e-02,1.92000e-01,-2.40000e-04,
-1.5899999e-02,2.00000e-01,-3.20000e-04,
-1.5799999e-02,2.00000e-01,-1.60000e-04,
-1.5699998e-02,1.92000e-01,-4.80000e-04,
-1.5599999e-02,1.92000e-01,-2.40000e-04,
-1.5499999e-02,2.00000e-01,-1.60000e-04,
-1.5399998e-02,2.00000e-01,-2.40000e-04,
-1.5299998e-02,1.92000e-01,-1.60000e-04,
-1.5199998e-02,1.92000e-01,-2.40000e-04,
-1.5099999e-02,2.00000e-01,-1.60000e-04,
-1.4999999e-02,1.92000e-01,-2.40000e-04,
-1.4899999e-02,2.00000e-01,-8.00000e-05,
-1.4799998e-02,2.00000e-01,-2.40000e-04,
-1.4699998e-02,1.92000e-01,-1.60000e-04,
-1.4599998e-02,1.92000e-01,-2.40000e-04,
-1.4499999e-02,2.00000e-01,-1.60000e-04,
-1.4399999e-02,1.92000e-01,-2.40000e-04,
-1.4299999e-02,2.00000e-01,-8.00000e-05,
-1.4199998e-02,2.00000e-01,-2.40000e-04,
-1.4099998e-02,1.92000e-01,-8.00000e-05,
-1.3999999e-02,2.00000e-01,-2.40000e-04,
-1.3899999e-02,1.92000e-01,-8.00000e-05,
-1.3799999e-02,1.92000e-01,-2.40000e-04,
-1.3699999e-02,2.00000e-01,-8.00000e-05,
-1.3599998e-02,2.00000e-01,-2.40000e-04,
-1.3499998e-02,1.92000e-01,8.00000e-05,
-1.3399999e-02,2.00000e-01,-2.40000e-04,
-1.3299999e-02,1.92000e-01,-8.00000e-05,
-1.3199999e-02,2.00000e-01,-8.00000e-05,
-1.3099999e-02,1.92000e-01,-2.40000e-04,
-1.2999998e-02,2.00000e-01,-2.40000e-04,
-1.2899999e-02,1.92000e-01,0.00000e+00,
-1.2799999e-02,1.92000e-01,-2.40000e-04,
-1.2699999e-02,2.00000e-01,8.00000e-05,
-1.2599999e-02,2.00000e-01,-2.40000e-04,
-1.2499998e-02,1.92000e-01,0.00000e+00,
-1.2399998e-02,2.00000e-01,-1.60000e-04,
-1.2299999e-02,1.92000e-01,8.00000e-05,
-1.2199999e-02,1.92000e-01,0.00000e+00,
-1.2099999e-02,2.00000e-01,-1.60000e-04,
-1.1999999e-02,2.00000e-01,-2.40000e-04,
-1.1899998e-02,1.92000e-01,8.00000e-05,
-1.1799999e-02,1.92000e-01,0.00000e+00,
-1.1699999e-02,2.00000e-01,-2.40000e-04,
-1.1599999e-02,1.92000e-01,-1.60000e-04,
-1.1499999e-02,2.00000e-01,0.00000e+00,
-1.1399999e-02,2.00000e-01,8.00000e-05,
-1.1299998e-02,1.92000e-01,-2.40000e-04,
-1.1199999e-02,1.92000e-01,0.00000e+00,
-1.1099999e-02,2.00000e-01,-2.40000e-04,
-1.0999999e-02,1.92000e-01,8.00000e-05,
-1.0899999e-02,2.00000e-01,-1.60000e-04,
-1.0799999e-02,2.00000e-01,-1.60000e-04,
-1.0699999e-02,1.92000e-01,8.00000e-05,
-1.0599999e-02,2.00000e-01,-1.60000e-04,
-1.0499999e-02,1.92000e-01,8.00000e-05,
-1.0399999e-02,1.92000e-01,0.00000e+00,
-1.0299999e-02,2.00000e-01,-2.40000e-04,
-1.0199999e-02,2.00000e-01,-8.00000e-05,
-1.0099999e-02,1.92000e-01,8.00000e-05,
-9.9999988e-03,2.00000e-01,-1.60000e-04,
-9.8999990e-03,-2.08000e-01,8.00000e-05,
-9.7999992e-03,-2.00000e-01,8.00000e-05,
-9.6999994e-03,-2.08000e-01,-1.60000e-04,
-9.5999995e-03,-2.00000e-01,1.60000e-04,
-9.4999988e-03,-2.08000e-01,-2.40000e-04,
-9.3999989e-03,-2.00000e-01,-1.60000e-04,
-9.2999991e-03,-2.08000e-01,8.00000e-05,
-9.1999993e-03,-2.00000e-01,0.00000e+00,
-9.0999994e-03,-2.00000e-01,-2.40000e-04,
-8.9999987e-03,-2.00000e-01,8.00000e-05,
-8.8999989e-03,-2.08000e-01,-8.00000e-05,
-8.7999990e-03,-2.00000e-01,0.00000e+00,
-8.6999992e-03,-2.08000e-01,-1.60000e-04,
-8.5999994e-03,-2.00000e-01,-8.00000e-05,
-8.4999995e-03,-2.08000e-01,8.00000e-05,
-8.3999988e-03,-2.08000e-01,8.00000e-05,
-8.2999989e-03,-2.00000e-01,-1.60000e-04,
-8.1999991e-03,-2.00000e-01,8.00000e-05,
-8.0999993e-03,-2.08000e-01,-2.40000e-04,
-7.9999994e-03,-2.00000e-01,-1.60000e-04,
-7.8999996e-03,-2.08000e-01,0.00000e+00,
-7.7999993e-03,-2.00000e-01,8.00000e-05,
-7.6999990e-03,-2.08000e-01,-1.60000e-04,
-7.5999992e-03,-2.08000e-01,-1.60000e-04,
-7.4999994e-03,-2.00000e-01,0.00000e+00,
-7.3999991e-03,-2.00000e-01,-1.60000e-04,
-7.2999992e-03,-2.08000e-01,0.00000e+00,
-7.1999994e-03,-2.00000e-01,-1.60000e-04,
-7.0999991e-03,-2.08000e-01,8.00000e-05,
-6.9999993e-03,-2.00000e-01,0.00000e+00,
-6.8999995e-03,-2.08000e-01,-1.60000e-04,
-6.7999992e-03,-2.00000e-01,-2.40000e-04,
-6.6999993e-03,-2.08000e-01,0.00000e+00,
-6.5999995e-03,-2.00000e-01,0.00000e+00,
-6.4999992e-03,-2.08000e-01,-2.40000e-04,
-6.3999994e-03,-2.00000e-01,0.00000e+00,
-6.2999995e-03,-2.08000e-01,-2.40000e-04,
-6.1999992e-03,-2.08000e-01,0.00000e+00,
-6.0999994e-03,-1.92000e-01,-2.40000e-04,
-5.9999996e-03,-2.00000e-01,-2.40000e-04,
-5.8999993e-03,-2.08000e-01,8.00000e-05,
-5.7999995e-03,-2.00000e-01,-8.00000e-05,
-5.6999996e-03,-2.08000e-01,-2.40000e-04,
-5.5999993e-03,-2.00000e-01,-2.40000e-04,
-5.4999995e-03,-2.08000e-01,-8.00000e-05,
-5.3999997e-03,-2.00000e-01,-2.40000e-04,
-5.2999994e-03,-2.00000e-01,-8.00000e-05,
-5.1999995e-03,-2.00000e-01,-8.00000e-05,
-5.0999997e-03,-2.08000e-01,-2.40000e-04,
-4.9999994e-03,-2.00000e-01,-8.00000e-05,
-4.8999996e-03,-2.00000e-01,-2.40000e-04,
-4.7999998e-03,-2.00000e-01,-2.40000e-04,
-4.6999995e-03,-2.00000e-01,-1.60000e-04,
-4.5999996e-03,-2.00000e-01,-2.40000e-04,
-4.4999993e-03,-2.08000e-01,-1.60000e-04,
-4.3999995e-03,-2.00000e-01,-2.40000e-04,
-4.2999997e-03,-2.00000e-01,-1.60000e-04,
-4.1999994e-03,-2.00000e-01,-8.00000e-05,
-4.0999996e-03,-2.08000e-01,-2.40000e-04,
-3.9999997e-03,-1.92000e-01,-1.60000e-04,
-3.8999997e-03,-2.08000e-01,-2.40000e-04,
-3.7999996e-03,-2.00000e-01,-2.40000e-04,
-3.6999995e-03,-2.08000e-01,-8.00000e-05,
-3.5999997e-03,-2.00000e-01,-2.40000e-04,
-3.4999996e-03,-2.00000e-01,-8.00000e-05,
-3.3999996e-03,-2.00000e-01,-2.40000e-04,
-3.2999997e-03,-2.08000e-01,-1.60000e-04,
-3.1999997e-03,-2.00000e-01,-2.40000e-04,
-3.0999996e-03,-1.92000e-01,-1.60000e-04,
-2.9999998e-03,-2.00000e-01,-2.40000e-04,
-2.8999997e-03,-1.92000e-01,-1.60000e-04,
-2.7999997e-03,-1.92000e-01,-2.40000e-04,
-2.6999998e-03,-2.08000e-01,-2.40000e-04,
-2.5999998e-03,-2.00000e-01,-3.20000e-04,
-2.4999997e-03,-1.92000e-01,-2.40000e-04,
-2.3999999e-03,-2.08000e-01,-3.20000e-04,
-2.2999998e-03,-1.92000e-01,-2.40000e-04,
-2.1999998e-03,-2.00000e-01,-3.20000e-04,
-2.0999997e-03,-2.08000e-01,-2.40000e-04,
-1.9999999e-03,-2.00000e-01,-2.40000e-04,
-1.8999998e-03,-2.08000e-01,-2.40000e-04,
-1.7999999e-03,-2.08000e-01,-2.40000e-04,
-1.6999998e-03,-1.92000e-01,-3.20000e-04,
-1.5999998e-03,-2.08000e-01,-1.60000e-04,
-1.4999999e-03,-1.92000e-01,-3.20000e-04,
-1.3999998e-03,-2.00000e-01,-2.40000e-04,
-1.2999999e-03,-1.92000e-01,-3.20000e-04,
-1.1999999e-03,-2.00000e-01,-4.80000e-04,
-1.0999999e-03,-1.92000e-01,-8.00000e-05,
-9.9999993e-04,-2.08000e-01,-8.00000e-05,
-8.9999993e-04,-1.92000e-01,-3.20000e-04,
-7.9999992e-04,-2.00000e-01,-2.40000e-04,
-6.9999992e-04,-1.92000e-01,-2.40000e-04,
-5.9999997e-04,-2.00000e-01,-2.40000e-04,
-4.9999997e-04,-2.08000e-01,-2.40000e-04,
-3.9999996e-04,-2.00000e-01,-1.60000e-04,
-2.9999999e-04,-2.08000e-01,-3.20000e-04,
-1.9999998e-04,-2.00000e-01,-2.40000e-04,
-9.9999990e-05,-1.92000e-01,-4.00000e-04,
0.0000000e+00,-2.00000e-01,-2.40000e-04,
9.9999990e-05,2.00000e-01,-3.20000e-04,
1.9999998e-04,2.00000e-01,-4.00000e-04,
2.9999999e-04,2.00000e-01,-2.40000e-04,
3.9999996e-04,2.00000e-01,-4.00000e-04,
4.9999997e-04,1.92000e-01,-2.40000e-04,
5.9999997e-04,2.00000e-01,-2.40000e-04,
6.9999992e-04,1.92000e-01,-4.00000e-04,
7.9999992e-04,2.00000e-01,-2.40000e-04,
8.9999993e-04,1.92000e-01,-4.00000e-04,
9.9999993e-04,2.00000e-01,-2.40000e-04,
1.0999999e-03,1.92000e-01,-4.00000e-04,
1.1999999e-03,2.08000e-01,-4.00000e-04,
1.2999999e-03,1.92000e-01,-2.40000e-04,
1.3999998e-03,2.00000e-01,-2.40000e-04,
1.4999999e-03,1.92000e-01,-4.80000e-04,
1.5999998e-03,2.00000e-01,-2.40000e-04,
1.6999998e-03,2.00000e-01,-4.00000e-04,
1.7999999e-03,2.00000e-01,-4.00000e-04,
1.8999998e-03,1.92000e-01,-2.40000e-04,
1.9999999e-03,2.00000e-01,-4.00000e-04,
2.0999997e-03,1.92000e-01,-2.40000e-04,
2.1999998e-03,2.00000e-01,-2.40000e-04,
2.2999998e-03,1.92000e-01,-4.80000e-04,
2.3999999e-03,1.92000e-01,-2.40000e-04,
2.4999997e-03,2.00000e-01,-4.00000e-04,
2.5999998e-03,2.00000e-01,-1.60000e-04,
2.6999998e-03,2.00000e-01,-3.20000e-04,
2.7999997e-03,2.00000e-01,-3.20000e-04,
2.8999997e-03,2.00000e-01,-2.40000e-04,
2.9999998e-03,2.00000e-01,-2.40000e-04,
3.0999996e-03,1.92000e-01,-2.40000e-04,
3.1999997e-03,2.00000e-01,-4.00000e-04,
3.2999997e-03,1.92000e-01,-1.60000e-04,
3.3999996e-03,1.92000e-01,-2.40000e-04,
3.4999996e-03,2.00000e-01,-4.00000e-04,
3.5999997e-03,1.92000e-01,-2.40000e-04,
3.6999995e-03,2.00000e-01,-4.00000e-04,
3.7999996e-03,1.92000e-01,-2.40000e-04,
3.8999997e-03,2.00000e-01,-2.40000e-04,
3.9999997e-03,2.00000e-01,-2.40000e-04,
4.0999996e-03,1.92000e-01,-3.20000e-04,
4.1999994e-03,1.92000e-01,-2.40000e-04,
4.2999997e-03,2.00000e-01,-3.20000e-04,
4.3999995e-03,2.00000e-01,-2.40000e-04,
4.4999993e-03,1.92000e-01,-8.00000e-05,
4.5999996e-03,2.00000e-01,-2.40000e-04,
4.6999995e-03,1.92000e-01,-1.60000e-04,
4.7999998e-03,2.00000e-01,-8.00000e-05,
4.8999996e-03,2.00000e-01,-2.40000e-04,
4.9999994e-03,1.92000e-01,-4.80000e-04,
5.0999997e-03,2.00000e-01,-1.60000e-04,
5.1999995e-03,2.00000e-01,-2.40000e-04,
5.2999994e-03,1.92000e-01,-8.00000e-05,
5.3999997e-03,1.92000e-01,-2.40000e-04,
5.4999995e-03,2.00000e-01,-1.60000e-04,
5.5999993e-03,2.00000e-01,-2.40000e-04,
5.6999996e-03,1.92000e-01,-2.40000e-04,
5.7999995e-03,1.92000e-01,-2.40000e-04,
5.8999993e-03,2.00000e-01,-1.60000e-04,
5.9999996e-03,2.00000e-01,-2.40000e-04,
6.0999994e-03,1.92000e-01,-3.20000e-04,
6.1999992e-03,2.00000e-01,-2.40000e-04,
6.2999995e-03,1.92000e-01,-8.00000e-05,
6.3999994e-03,2.00000e-01,-1.60000e-04,
6.4999992e-03,1.92000e-01,-3.20000e-04,
6.5999995e-03,1.92000e-01,-2.40000e-04,
6.6999993e-03,2.00000e-01,-8.00000e-05,
6.7999992e-03,2.00000e-01,-2.40000e-04,
6.8999995e-03,1.92000e-01,-8.00000e-05,
6.9999993e-03,1.92000e-01,-2.40000e-04,
7.0999991e-03,2.00000e-01,0.00000e+00,
7.1999994e-03,2.00000e-01,8.00000e-05,
7.2999992e-03,1.92000e-01,-2.40000e-04,
7.3999991e-03,1.92000e-01,8.00000e-05,
7.4999994e-03,2.00000e-01,-1.60000e-04,
7.5999992e-03,2.00000e-01,-2.40000e-04,
7.6999990e-03,1.92000e-01,0.00000e+00,
7.7999993e-03,2.00000e-01,0.00000e+00,
7.8999996e-03,1.92000e-01,-2.40000e-04,
7.9999994e-03,2.00000e-01,-1.60000e-04,
8.0999993e-03,1.92000e-01,0.00000e+00,
8.1999991e-03,2.00000e-01,-2.40000e-04,
8.2999989e-03,1.92000e-01,0.00000e+00,
8.3999988e-03,2.00000e-01,-1.60000e-04,
8.4999995e-03,1.92000e-01,0.00000e+00,
8.5999994e-03,2.00000e-01,0.00000e+00,
8.6999992e-03,1.92000e-01,-2.40000e-04,
8.7999990e-03,2.00000e-01,0.00000e+00,
8.8999989e-03,1.92000e-01,-2.40000e-04,
8.9999987e-03,1.92000e-01,-8.00000e-05,
9.0999994e-03,2.00000e-01,0.00000e+00,
9.1999993e-03,2.00000e-01,-8.00000e-05,
9.2999991e-03,1.92000e-01,0.00000e+00,
9.3999989e-03,2.00000e-01,-1.60000e-04,
9.4999988e-03,1.92000e-01,8.00000e-05,
9.5999995e-03,2.00000e-01,0.00000e+00,
9.6999994e-03,1.92000e-01,-8.00000e-05,
9.7999992e-03,1.92000e-01,8.00000e-05,
9.8999990e-03,2.00000e-01,-1.60000e-04,
9.9999988e-03,2.00000e-01,-8.00000e-05,
1.0099999e-02,-2.08000e-01,2.40000e-04,
1.0199999e-02,-2.08000e-01,8.00000e-05,
1.0299999e-02,-2.00000e-01,-8.00000e-05,
1.0399999e-02,-2.00000e-01,-2.40000e-04,
1.0499999e-02,-2.00000e-01,1.60000e-04,
1.0599999e-02,-2.00000e-01,0.00000e+00,
1.0699999e-02,-2.08000e-01,-1.60000e-04,
1.0799999e-02,-2.00000e-01,0.00000e+00,
1.0899999e-02,-2.08000e-01,-1.60000e-04,
1.0999999e-02,-2.00000e-01,1.60000e-04,
1.1099999e-02,-2.08000e-01,-1.60000e-04,
1.1199999e-02,-2.00000e-01,0.00000e+00,
1.1299998e-02,-2.08000e-01,-1.60000e-04,
1.1399999e-02,-2.00000e-01,0.00000e+00,
1.1499999e-02,-2.08000e-01,-2.40000e-04,
1.1599999e-02,-2.00000e-01,0.00000e+00,
1.1699999e-02,-2.08000e-01,-8.00000e-05,
1.1799999e-02,-2.00000e-01,-8.00000e-05,
1.1899998e-02,-2.08000e-01,8.00000e-05,
1.1999999e-02,-2.00000e-01,1.60000e-04,
1.2099999e-02,-2.00000e-01,-1.60000e-04,
1.2199999e-02,-2.08000e-01,0.00000e+00,
1.2299999e-02,-2.00000e-01,-1.60000e-04,
1.2399998e-02,-2.00000e-01,-1.60000e-04,
1.2499998e-02,-2.08000e-01,8.00000e-05,
1.2599999e-02,-2.08000e-01,0.00000e+00,
1.2699999e-02,-2.00000e-01,-1.60000e-04,
1.2799999e-02,-2.00000e-01,0.00000e+00,
1.2899999e-02,-2.00000e-01,-2.40000e-04,
1.2999998e-02,-2.00000e-01,-2.40000e-04,
1.3099999e-02,-2.08000e-01,8.00000e-05,
1.3199999e-02,-2.08000e-01,0.00000e+00,
1.3299999e-02,-2.00000e-01,-2.40000e-04,
1.3399999e-02,-2.00000e-01,-2.40000e-04,
1.3499998e-02,-2.08000e-01,0.00000e+00,
1.3599998e-02,-2.00000e-01,-2.40000e-04,
1.3699999e-02,-2.08000e-01,-8.00000e-05,
1.3799999e-02,-2.08000e-01,-2.40000e-04,
1.3899999e-02,-2.00000e-01,8.00000e-05,
1.3999999e-02,-2.00000e-01,0.00000e+00,
1.4099998e-02,-2.08000e-01,-2.40000e-04,
1.4199998e-02,-2.00000e-01,-2.40000e-04,
1.4299999e-02,-2.00000e-01,-2.40000e-04,
1.4399999e-02,-2.00000e-01,-2.40000e-04,
1.4499999e-02,-2.08000e-01,-8.00000e-05,
1.4599998e-02,-2.00000e-01,-1.60000e-04,
1.4699998e-02,-2.08000e-01,-2.40000e-04,
1.4799998e-02,-2.00000e-01,-2.40000e-04,
1.4899999e-02,-2.08000e-01,-8.00000e-05,
1.4999999e-02,-2.00000e-01,0.00000e+00,
1.5099999e-02,-2.00000e-01,-3.20000e-04,
1.5199998e-02,-1.92000e-01,-8.00000e-05,
1.5299998e-02,-2.08000e-01,-2.40000e-04,
1.5399998e-02,-1.92000e-01,-2.40000e-04,
1.5499999e-02,-2.08000e-01,-1.60000e-04,
1.5599999e-02,-1.92000e-01,-2.40000e-04,
1.5699998e-02,-2.08000e-01,-1.60000e-04,
1.5799999e-02,-2.00000e-01,-2.40000e-04,
1.5899999e-02,-2.08000e-01,-1.60000e-04,
1.5999999e-02,-1.92000e-01,-1.60000e-04,
1.6099999e-02,-2.08000e-01,-2.40000e-04,
1.6199999e-02,-2.00000e-01,-1.60000e-04,
1.6299998e-02,-2.08000e-01,-2.40000e-04,
1.6399998e-02,-2.00000e-01,-2.40000e-04,
1.6499998e-02,-1.92000e-01,-1.60000e-04,
1.6599998e-02,-2.00000e-01,-1.60000e-04,
1.6699998e-02,-2.00000e-01,-2.40000e-04,
1.6799998e-02,-2.00000e-01,-2.40000e-04,
1.6899999e-02,-2.08000e-01,-1.60000e-04,
1.6999999e-02,-2.00000e-01,-2.40000e-04,
1.7099999e-02,-1.92000e-01,-1.60000e-04,
1.7199999e-02,-1.92000e-01,-2.40000e-04,
1.7299999e-02,-2.08000e-01,-3.20000e-04,
1.7399998e-02,-2.00000e-01,-3.20000e-04,
1.7499998e-02,-2.08000e-01,-2.40000e-04,
1.7599998e-02,-2.00000e-01,-2.40000e-04,
1.7699998e-02,-2.08000e-01,-8.00000e-05,
1.7799998e-02,-2.00000e-01,-2.40000e-04,
1.7899998e-02,-1.92000e-01,-4.00000e-04,
1.7999997e-02,-2.08000e-01,-2.40000e-04,
1.8099999e-02,-1.92000e-01,-3.20000e-04,
1.8199999e-02,-2.00000e-01,-2.40000e-04,
1.8299999e-02,-1.92000e-01,-1.60000e-04,
1.8399999e-02,-1.92000e-01,-3.20000e-04,
1.8499998e-02,-2.08000e-01,-1.60000e-04,
1.8599998e-02,-2.00000e-01,-2.40000e-04,
1.8699998e-02,-2.00000e-01,-3.20000e-04,
1.8799998e-02,-2.00000e-01,-3.20000e-04,
1.8899998e-02,-2.08000e-01,-1.60000e-04,
1.8999998e-02,-2.08000e-01,-2.40000e-04,
1.9099997e-02,-1.92000e-01,-2.40000e-04,
1.9199999e-02,-2.08000e-01,-3.20000e-04,
1.9299999e-02,-1.92000e-01,-2.40000e-04,
1.9399999e-02,-2.00000e-01,-2.40000e-04,
1.9499999e-02,-2.08000e-01,-2.40000e-04,
1.9599998e-02,-2.00000e-01,-3.20000e-04,
1.9699998e-02,-2.00000e-01,-2.40000e-04,
